year,movie_title,movie_actors
2006,Jayam (2006),"Nandan ,Kalabhavan Mani ,Jagathy Sreekumar ,Anand Raj ,Kiran ,Janardhanan ,Chali Pala ,Anil Murali ,Sreejith Ravi ,Neethu S Nair ,Rekha"
2007,Abraham & Lincoln (2007),"Kalabhavan Mani ,Rahman"
2007,Aakaasham (2007),"Harishree Ashokan ,Jyothirmayi ,Innocent ,KPAC Lalitha ,Mamukoya ,Jaffer Khan ,Nias ,Baby Nayanthara"
2007,Kayyoppu (2007),"Mammootty ,Mukesh ,Nedumudi Venu ,Anoop Menon ,Mamukoya ,Kozhikode Narayanan Nair ,Jaffer Idukki ,Biju Pappan ,P Sukumar ,Khushboo ,Neena Kurup ,Jeni ,Nilambur Ayisha ,Vijayalakshmi Balan ,Abu Salim"
2007,Deviyin Thiruvilayaadal (1982) (2007),"Sreedevi ,S Ambika ,KR Vijaya ,Manorama ,Thyagarajan ,Rajesh ,Bhagyalakshmy (Bhagyashree)"
2007,Nagaram (2007),"Kalabhavan Mani ,Seema ,Biju Menon ,Gopika"
2007,Kelkaatha Shabdam (2007),"Prithviraj ,Padmapriya ,Nithin Sathya ,Suhasini ,Nasser"
2007,Pranayakaalam (2007),"Balachandra Menon ,Murali ,Thilakan ,Seema ,Ajmal ,Vimala Raman"
2007,Mahanadi (1994) (2007),"Kamalahasan ,Sukanya ,Cochin Haneefa ,Poornam Viswanathan ,Thulasi"
2007,Goal (2007),"Rejith Menon ,Rahman ,Salim Kumar ,Aksha ,Muktha George ,Meena Dorairaj"
2007,Ore Kadal (2007),"Mammootty ,Meera Jasmine ,Narain ,Ramya Krishnan"
2007,Bunny -The Lion (2007),"Allu Arjun ,Gowri Mumjal ,Prakash Raj ,Seetha"
2007,Subhadram (2007),"Riyaz Khan ,N Jayakrishnan ,Rajan P Dev ,Suraj Venjaramoodu ,Jagathy Sreekumar ,Veena ,Bindu Panicker"
2007,Big B - The Body Guard (2007),"Mammootty ,Sumit Naval ,Bala ,Manoj K Jayan ,Shereveer Vakil ,Ramesh Varma ,Innocent ,Maniyanpilla Raju ,Pasupathy ,Vinayagan ,VK Sreeraman ,Santhosh Jogi ,Jaffer Idukki ,Sreejith Ravi ,Nafisa Ali ,Mamta Mohandas ,Manasa ,Lena ,Jinu Joseph"
2007,Vinodayaathra (2007),"Dileep ,Mukesh ,Innocent ,Mamukoya ,Nedumudi Venu ,Murali ,Babu Namboothiri ,Vijayaraghavan ,Anoop ,Ganapathi ,Meera Jasmine ,Seetha ,Parvathy Theruvoth ,Reshmi Boban ,Sabitha Anand ,Sreelatha Namboothiri ,KPAC Lalitha ,Sreekkutty ,Sethulakshmi ,Kottayam Padman"
2007,Snehamanassu (2004) (2007),"Srikanth ,Gopika ,Kaveri"
2007,Baalyam (2007),"Madhu ,Jagadeesh ,Jagathy Sreekumar ,Jagannatha Varma ,Raj Kumar ,James ,Konni Gopakumar ,Rajendran ,S Thankappan ,Thara Balachandran ,KPAC Lalitha ,Lissy Jose ,Lakshmi Mohan ,Surya Mohan ,Ambily Nair ,Baby Riya Jith ,Baby Drishya ,Baby Deepthi ,Baby Malavika ,Master Shambhu ,Master Ananthu"
2007,Hero (2007),"Allu Arjun ,Hansika"
2007,Bhasmaasuran (2004) (2007),"Kalabhavan Mani ,Aashish Vidyarthi ,Narendra Prasad ,Raghuvaran"
2007,Mouryan (2007),"Abbas ,Geethu Mohandas ,Geetha ,Suja Karthika ,Manorama ,Jagathy Sreekumar ,Rajan P Dev ,Indrans ,Harishree Ashokan ,Vijayaraghavan ,Kochu Preman ,Devan"
2007,Best Friends (2007),Mukesh
2007,Boss I Love You (2007),"Nagarjuna ,Nayanthara"
2007,Veeraalippattu (2007),"Prithviraj ,Madambu Kunjikkuttan ,Murali ,Jagathy Sreekumar ,Padmapriya ,Suraj Venjaramoodu ,Sreejith Ravi ,Indrans ,Jaffer Idukki ,Rekha ,Krishnan ,Lakshmi"
2007,Sooryakireedam (2007),"Indrajith Sukumaran ,Ramya Nambeesan ,Jagathy Sreekumar"
2007,Maayaavi (2007),"Mammootty ,Salim Kumar ,Suraj Venjaramoodu ,Innocent ,Manoj K Jayan ,Vijayaraghavan ,Spadikam George ,Cochin Haneefa ,Mamukoya ,Saikumar ,Mohanraj ,P Sreekumar ,TP Madhavan ,Narayanan Kutty ,Kalabhavan Rahman ,Anand ,Sagar Shiyas ,Santhosh Jogi ,Gopika ,Nimisha Suresh ,KPAC Lalitha ,Manka Mahesh ,Master Tony"
2007,Smart City (2007),"Suresh Gopi ,Gopika ,Lakshmi Gopalaswamy ,Murali ,Jayasurya ,Manoj K Jayan"
2007,Munna (2007),"Prabhas ,Prakash Raj ,Kota Srinivasa Rao ,Rahul Raj ,Ileana D'Cruz ,Sreya ,Kaveri ,Sukanya"
2007,Mission 90 Days (2007),"Mammootty ,Manikandan Pattambi ,Abu Salim"
2007,Novel (2007),"Jayaram ,Jagathy Sreekumar ,Nedumudi Venu ,Saiju Kurup ,Geetha ,Sada ,Shari ,Sarika ,Devan ,Indrans ,Bindu Panicker ,Lakshmi Ramakrishnan ,Saju Kodiyan ,KPAC Lalitha ,Subi ,Anitha Vijayan"
2007,Kadha Parayumbol (2007),"Sreenivasan ,Mammootty ,Mukesh ,Jagadeesh ,Salim Kumar ,Innocent ,Augustine ,Kottayam Nazeer ,Mamukoya ,Sadiq ,Vettukili Prakash ,Meena Dorairaj ,KPAC Lalitha ,Shafna ,Shivaji Guruvayoor ,Munshi Venu"
2007,Nanma (2007),"Kalabhavan Mani ,Rahman ,Ponnamma Babu ,Abu Salim"
2007,Nivedyam (2007),"Vinu Mohan ,Bhama ,Bharath Gopi ,Nedumudi Venu ,MB Padmakumar ,Aparna ,Seethalakshmi ,Soumya Satheesh ,Kaithapram ,M Jayachandran ,Sibi Malayil ,Aparna Nair ,Kochu Preman ,Lakshmipriya ,Sreehari ,Vyjayanthi ,Biju Babu"
2007,Kichaamani MBA (2007),"Suresh Gopi ,Navya Nair ,Cochin Haneefa ,Jayasurya ,Priyanka Nair"
2007,Unni (2007),"Sarathkumar ,Kollam Ajith ,Noble ,Likhil ,Kodakara Sukumaran ,Sreedharan ,Bharathan Njarakkal ,Vypin Lenin ,Rajan Engakkad ,Leela Hari"
2007,Panthayakkozhi (2007),"Narain ,Pooja ,Lal ,Geetha ,Mala Aravindan ,Indrans ,Sudheesh ,Cochin Haneefa ,Sreejith Ravi ,Anoop Chandran ,TP Madhavan ,Ramya Nambeesan ,Abu Salim ,Janardhanan ,Madhu"
2007,Thaniye (2007),"Nedumudi Venu ,Ashokan ,Vijay Menon ,Nedumpram Gopi ,NK Gopalakrishnan ,Lakshmi Gopalaswamy ,KPAC Lalitha ,Sreekala ,Mamukoya ,MB Padmakumar"
2007,Aananda Bhairavi (2007),"Saikumar ,Master Devadas ,Babu Namboothiri ,KPAC Lalitha"
2007,Paradesi (2007),"Mohanlal ,Jagathy Sreekumar ,Sidhique ,Jagadeesh ,TG Ravi ,Cochin Haneefa ,VK Sreeraman ,Irshad ,Suresh Krishna ,Vijayakumar ,Swetha Menon ,Lakshmi Gopalaswamy ,Padmapriya ,Sona Nair ,Nilambur Ayisha ,Ambika Mohan"
2007,Inspector Garud (2007),"Dileep ,Kavya Madhavan ,Vijayaraghavan ,Innocent ,Cochin Haneefa ,Harishree Ashokan ,Kochu Preman ,Kalasala Babu ,Urmila Unni ,Ponnamma Babu ,Anand ,TP Madhavan ,Janardhanan ,Machan Varghese ,NL Balakrishnan ,Salim Kumar ,Jagannatha Varma ,Sadiq ,Kalabhavan Shajon ,Shammi Thilakan ,Lalu Alex ,Abu Salim ,Aishwarya ,Kalabhavan Haneefa ,Bineesh Kodiyeri ,Baby Nayanthara ,Beena Sabu ,Suja Menon"
2007,KK Road (2007),"Babu Antony ,Abu Salim ,TN Prathapan"
2007,Flash (2007),"Mohanlal ,Parvathy Theruvoth ,Shamna Kasim ,Parvathi Melton ,Jagathy Sreekumar ,Indrajith Sukumaran ,Saikumar ,Bijukkuttan ,Byon ,Sidhique ,Suresh Krishna ,Ponvannan ,Manikuttan ,Suraj Venjaramoodu ,P Sreekumar ,Sreelatha Namboothiri ,Parvathi Melton"
2007,Ottakkayyan (2007),"Harishree Ashokan ,Ashokan"
2007,Dubai Seenu (2007),"Ravi Teja ,JD Chakravarthy ,Krishnabhagavan ,Nayanthara"
2007,Kaliyorukkam (2007),Not Available
2007,Aayurrekha  (2007),"Mukesh ,Sreenivasan ,Indrajith Sukumaran ,Saikumar ,Niyaz ,Nedumudi Venu ,Jagathy Sreekumar ,Pradeep ,Kochu Preman ,Salim Kumar ,TP Madhavan ,Jagannatha Varma ,Lakshmi Sharma ,Urvashi ,Jyothirmayi ,Devi Chandana ,Rani ,Master Ganapathi ,Master Midhun ,Master Vaishakh"
2007,Heart Beats (2007),"Indrajith Sukumaran ,Biju Menon ,Venu Nagavally ,Simran ,Cochin Haneefa ,Urmila Unni ,Mohan Ayiroor"
2007,Akbar Das (2007),Kalabhavan Mani
2007,Changaathippoocha (2007),"Jayasurya ,Cochin Haneefa ,Harishree Ashokan ,Sudheesh ,Nedumudi Venu ,Jagathy Sreekumar ,Manka Mahesh ,Kolappulli Leela ,Radhika(New) ,Ramya Nambeesan"
2007,Detective (2007),"Suresh Gopi ,Saikumar ,Devan ,Jagathy Sreekumar ,Madhu Warrier ,Cochin Haneefa ,Babu Namboothiri ,Baiju Santhosh ,TP Madhavan ,Koottikkal Jayachandran ,Augustine ,Subair ,Jagannatha Varma ,J Pallassery ,Kalabhavan Prajod ,Prem Prakash ,Joji ,Madhupal ,Prasanth (New) ,Sumesh ,VK Baiju ,Joy ,Freddy ,Sindhu Menon ,Ponnamma Babu ,Cherthala Lalitha ,Suby"
2007,Thadha (2007),"Biju Menon ,Bhavana ,Vijayaraghavan ,Vijay Menon ,Ramya Venogopal"
2007,Vaamanapuri (2007),Not Available
2007,Paarthaale Paravasam (2007),"R Madhavan ,Simran ,Vivek ,Seema ,R Raghava Lawrence ,Viji Chandrasekharan"
2007,Nadiya Kollappetta Rathri (2007),"Suresh Gopi ,Shammi Thilakan ,Sidhique ,Suraj Venjaramoodu ,Madhupal ,Suresh Krishna ,Rajan P Dev ,Kollam Thulasi ,Anoop Chandran ,Vijayakumar ,Subair ,Vijay Menon ,Baburaj ,Mafia Sasi ,Kavya Madhavan ,Suja Karthika ,Urmila Unni ,Bindu Panicker ,Sajitha Betty ,Vandana ,Joju George"
2007,Ishtam Enikkishtam (2007),"Puneeth Rajkumar ,Parvathy Theruvoth ,Pooja Gandhi"
2007,Yogi (2007),"Prabhas ,Nayanthara ,Pradeep Rawat ,Chalapathi Rao ,Sarada ,Kota Sreenivasa Rao ,Chandramohan (T) ,Ali"
2007,Athisayan (2007),"Jayasurya ,Kavya Madhavan ,Mukesh ,Karthika (New) ,Jackie Shroff ,Ponnamma Babu ,Guinness Pakru (Ajayakumar) ,Devadas ,Ramu ,Rajan P Dev ,Bheeman Raghu ,Jagadeesh ,Devan ,Harishree Ashokan ,Indrans ,TP Madhavan ,Tini Tom ,Mala Aravindan ,Baburaj ,Sadiq ,Narayanankutty ,Lakshmipriya ,Augustine"
2007,Virus (2007),"Shankar ,Abhinay ,Sajitha Beti"
2007,Nasraani (2007),"Mammootty ,Sukumari ,Kalabhavan Mani ,Vijayaraghavan ,Santhosh Jogi ,Jagathy Sreekumar ,Innocent ,Biju Menon ,Ponnamma Babu"
2007,Naayakan (1987) (2007),"Kamalahasan ,Saranya ,Karthika ,K Vijayan ,Janakaraj ,Delhi Ganesh ,Nasser ,Kakka Ravi"
2007,Chocolate (2007),"Prithviraj ,Roma Asrani ,Jayasurya ,Samvrutha Sunil ,Salim Kumar ,Saiju Kurup ,Lalu Alex ,Rajan P Dev ,P Sreekumar ,Anoop Chandran ,Sadiq ,Spadikam George ,Ramya Nambeesan ,Shari ,Vanitha Krishnachandran ,Bindu Panicker ,Gayathri ,Subbalakshmi Ammal"
2007,Valathukaal Vachu (2007),Not Available
2007,Alibhai (2007),"Mohanlal ,Innocent ,Gopika ,Navya Nair ,KPAC Lalitha ,Cochin Haneefa ,Sidhique ,Rajan P Dev ,Shamna Kasim ,Suraj Venjaramoodu ,Jagadeesh ,Shammi Thilakan ,Vijayakumar ,Sudheesh ,Santhosh Jogi ,Subbalakshmi Ammal"
2007,Anaamika (2007),"Arun ,Samvrutha Sunil ,Salim Kumar ,Rajan P Dev ,Machan Varghese ,Devi Chandana ,Shobha Mohan ,Ponnamma Babu ,TG Ravi ,Kaviyoor Ponnamma"
2007,Chathrapathi (2007),"Prabhas ,Sriya Saran ,Bhanupriya ,Pradeep Rawat"
2007,Malleeswari The Princess (2004) (2007),"Nayanthara ,Venkatesh ,Katrina kaif ,Kota Sreenivasa rao ,Gajala ,Brahmanandam ,Naresh ,Thanikella Bharani ,Sunil"
2007,Chotta Mumbai (2007),"Mohanlal ,Kalabhavan Mani ,Jagathy Sreekumar ,Bhavana ,Sidhique ,Saikumar ,Maniyanpilla Raju ,Indrajith Sukumaran ,Salim Kumar ,Kunchacko Boban ,Santhosh Jogi ,Sanusha (Baby Sanusha) ,Munshi Venu"
2007,Sooryan (2007),"Jayaram ,Saikumar ,Vijayakumar ,Harishree Ashokan ,Augustine ,Vijayaraghavan ,Madhupal ,Suresh Krishna ,Sreehari ,Vayalar Rana ,Babu Swamy ,Baburaj ,Avarachan ,Kottayam Nazeer ,Vimala Raman ,Nandini (Kausalya) ,Kalaranjini ,Zeenath ,Merlin"
2007,Happy Be Happy (2007),"Allu Arjun ,Genelia D'Souza ,Manoj Bajpai ,KP Brahmanandam ,Apoorva Bose ,Venu Madhav ,Jahnvi"
2007,Anchiloraal Arjunan (2007),Jayaram
2007,Atheetham (2007),"Rahul Easwar ,Manikandan ,Dathathreya ,Irshad ,VK Sreeraman ,Ramya Nambeesan ,Urmila Unni ,Thankamani ,Krishnaprabha ,Manikandan Pattambi"
2007,July 4 (2007),"Dileep ,Sidhique ,Innocent ,Sarath ,Santhosh Jogi ,Salim Kumar ,Riyaz Khan ,Anil Murali ,Roma Asrani"
2007,Romeo (2007),"Dileep ,Samvrutha Sunil ,Vimala ,Sruthi Lakshmi ,Cochin Haneefa ,Mallika Sukumaran ,Suraj Venjaramoodu ,Nandu Pothuval ,Subbalakshmi Ammal"
2007,Bharathan Effect (2007),"Biju Menon ,Suresh Gopi ,Jagathy Sreekumar ,Innocent ,Rajan P Dev ,Ponnamma Babu"
2007,AKG (2007),"P Sreekumar ,Dr MP Parameswaran ,Punathil Kunjabdulla ,Ashish Varma ,Viswambharan ,Krishnakumar ,Ravindran Kodakkadu ,Jayadevan ,A Sampath ,Adv Vijaya Kumar ,Shubha Sharma ,Archana ,J Aparna"
2007,Thakarachenda (2007),"Sreenivasan ,Murukan ,Manikandan ,Geethu Mohandas ,Seema G Nair ,Sangeetha Sivan ,Kolappulli Leela ,Shailaja ,Master Ashin ,Master Amal ,Baby Meena (New) ,Manikandan Pattambi"
2007,Indrajith (2007),"Kalabhavan Mani ,Shalu Menon ,Nedumudi Venu ,Jagathy Sreekumar ,Anil Murali ,Riyaz Khan ,Rajan P Dev ,Indrans"
2007,Payum Puli (2007),"Kalabhavan Mani ,Rambha ,Saikumar ,Riyaz Khan"
2007,Drishtaantham (2007),"Murali ,Indrans ,Margi Sathi ,Jijoy Rajagopal ,Ramadevi"
2007,Before The Rains (2007),"Linus Roache ,Rahul Bose ,Nandita Das ,Jennifer Ehle ,Lal Paul ,Indrajith Sukumaran ,Thilakan"
2007,Kangaroo (2007),"Prithviraj ,Jayasurya ,Jagathy Sreekumar ,Suraj Venjaramoodu ,Salim Kumar ,Harishree Ashokan ,Lalu Alex ,Sreejith Ravi ,Kavya Madhavan ,Kaveri ,Suja Menon ,KPAC Lalitha ,Sukumari ,Bindu Panicker ,Cherthala Lalitha ,Kalaranjini ,Master Jithu"
2007,Arabikkadha (2007),"Sreenivasan ,Jayasurya ,Chang Shumin ,Samvrutha Sunil ,Jagathy Sreekumar ,Nedumudi Venu ,Salim Kumar ,Indrajith Sukumaran ,Shivaji Guruvayoor ,Atlas Ramachandran ,KTC Abdulla ,Manikandan Pattambi ,Balu Varghese"
2007,Time (2007),"Suresh Gopi ,Manoj K Jayan ,Saikumar ,Padmapriya ,Mala Parvathy ,Lal ,P Sreekumar ,Sidhique ,Mohan Raj ,Vijayakumar ,Vimala Raman ,D Philip ,Baburaj ,Sphadikam George ,TP Madhavan ,Kollam Thulasi ,Johny ,Kollam Ajith ,Chali Pala ,Bineesh Kodiyeri ,Biju Pappan ,Priyanka"
2007,Something Special (2007),"Samrat ,Mona Chopra ,Aswini ,Rajender ,Sunaina"
2007,Black Cat (2007),"Suresh Gopi ,Meena Dorairaj ,Rajan P Dev ,Karthika (New) ,Harishree Ashokan ,Baburaj ,Ponnamma Babu ,Machan Varghese ,Abu Salim ,Sajitha Betti ,Geetha Nair ,Dimple Rose"
2007,Indraneelam (2007),Not Available
2007,Kaakki (2007),"Prithviraj ,Mukesh ,Meera Vasudev ,Santhosh Jogi ,Ponnamma Babu ,Janardhanan ,Nedumudi Venu ,Bheeman Raghu ,Bindu Panicker ,Chandra Lakshman ,Mamukoya ,Manasa ,Sudheesh"
2007,Devadaas (2007),"Ram ,Ileana ,Sayaji Shinde"
2007,Hareendran Oru Nishkalankan (2007),Jayasurya
2007,Challenge (2007),Not Available
2007,Akkare Ninnoru Sulthan (2007),Nadirsha
2007,Naalu Pennungal (2007),"Nandita Das ,Kavya Madhavan ,Padmapriya ,Geethu Mohandas ,Manju Pillai ,Sona Nair ,KPAC Lalitha ,Roslin ,Murali ,Mukesh ,Manoj K Jayan ,MR Gopakumar ,P Sreekumar ,Ashokan ,Ravi Vallathol ,Sreejith Ravi ,Babu Namboothiri ,Manju Satheesh ,Ramya Nambeesan"
2007,Happy Days (2007),"Varun Sandesh ,Thamanna Bhatia ,Nikhil Sidharth ,Gayathri Rao ,Rahul"
2007,Dhool (2007),"Vikram ,Jyothika ,Rima Sen ,Manoj K Jayan ,Vivek"
2007,Rock N Roll (2007),"Mohanlal ,Lakshmi Rai ,Swetha Menon ,Mukesh ,Rahman ,Sidhique ,Lal ,Jagathy Sreekumar ,Manoj K Jayan ,Rohini ,Anoop Menon ,Suraj Venjaramoodu"
2007,Sketch (2007),"Jagathy Sreekumar ,Saiju Kurup ,Sindhu Menon ,Vijayaraghavan ,Rajan P Dev ,Thodupuzha Vasanthy ,Shobha Mohan ,TG Ravi ,Shanthakumari ,Vijayakumar ,Sreejith Ravi ,Sreenath ,Suraj Venjaramoodu"
2007,Mozhi (2007),"Prithviraj ,Jyothika ,Prakash Raj ,Swarnamalya"
2007,Janmam (2007),"Suresh Gopi ,Nayanthara ,Samvrutha Sunil ,Gopika ,Karthika (New) ,Baburaj ,Maniyanpilla Raju ,Bindu Panicker ,Biju Menon ,Jagathy Sreekumar ,Cochin Haneefa ,Sada"
2007,Hallo (2007),"Mohanlal ,Jagathy Sreekumar ,Parvathi Melton ,Salim Kumar ,Madhu ,Sidhique ,Bheeman Raghu ,Mohanraj ,Ganesh Kumar ,Abu Salim ,Jagadeesh ,Suraj Vencharamoodu ,Spadikam George ,Kollam Ajith ,Janardanan ,Saiju Kurup ,Ashokan ,Madhu Warrier ,Praseetha ,Fathima Babu ,Manka Mahesh ,Samvrutha Sunil ,Sona Nair"
2008,Paarthan Kanda Paralokam (2008),"Jayaram ,Mukesh ,Jagathy Sreekumar ,Kottayam Nazeer ,Salim Kumar ,EA Rajendran ,Sreedevika ,Shobha Mohan ,Sona ,TN Prathapan"
2008,Thamburatti (2008),Not Available
2008,Maayakkazhcha (2008),"Amal Nath ,Sudheesh ,Aravind ,Jayakrishnan ,Kiran ,Machan Varghese ,Indrans ,Nishant Sagar ,Captain Raju ,Saikumar ,Cochin Haneefa"
2008,Mulla (2008),"Dileep ,Meera Nandan ,Sruthi Menon ,Biju Menon ,Innocent ,Salim Kumar ,Saiju Kurup ,Anoop Chandran ,Sukumari ,Reena Basheer ,Santhosh Jogi ,Bhavana ,Shivaji Guruvayoor ,Sudheer Karamana ,Manikandan Pattambi ,Suraj Venjaramoodu ,Subbalakshmi Ammal"
2008,Positive (2008),"Jayasurya ,Ananya ,Maya Viswanath ,Boban Alummoodan ,Jagathy Sreekumar ,Augustine ,Shari ,TG Ravi ,Mala Aravindan ,Bindu Panicker ,Manikuttan ,Vani Kishor ,Saikumar"
2008,Aarodum Parayaathe (2008),Prithviraj
2008,Aakashagopuram (2008),"Mohanlal ,Bharath Gopi ,Sreenivasan ,Manoj K Jayan ,Geethu Mohandas ,Swetha Menon ,Nithya Menon"
2008,Malabar Wedding (2008),"Indrajith Sukumaran ,Gopika ,Mamukoya ,Suraj Venjaramoodu ,Maniyanpilla Raju ,Janardhanan ,Zeenath ,Bijukkuttan ,Santhosh Jogi ,TN Gopakumar ,Geedha Salam"
2008,Thirakkadha (2008),"Prithviraj ,Anoop Menon ,Priyamani ,Samvrutha Sunil ,Subair ,Sidharth Siva ,Shivaji Guruvayoor ,NL Balakrishnan ,Cochin Haneefa ,Jyotsna ,Nishant Sagar ,Ranjith ,Nandu ,Surabhi Lakshmy"
2008,Swarnnam (2008),"Kalabhavan Mani ,Murali ,Jagathy Sreekumar ,Praveena"
2008,Thrill (2008),"Sathya Prakash ,Anil Murali ,Augustine ,Baburaj ,Anoop Kumar ,Pooja Vijayan ,Prajoosha ,Shradha ,Kanakalatha"
2008,Raajamudra (2008),"Richard ,Gopika"
2008,Aatta (2008),"Siddharth Narayan ,Ileana ,Brahmanandam ,Munna"
2008,Kanichikkulangarayil CBI (2008),"Manoj K Jayan ,Saikumar ,Suresh Krishna ,Rajan P Dev ,Kollam Thulasi ,Lakshmi Sharma"
2008,Maya Bazar (2008),"Mammootty ,Sheela Kaul ,Lalu Alex ,Suraj Venjaramoodu ,Salim Kumar ,Saikumar ,TG Ravi ,Sabitha Anand ,Bijukkuttan ,Rajan P Dev ,Anoop Chandran ,Shanthadevi ,Kozhikkodu Sarada ,Kalabhavan Mani ,Mala Aravindan ,Janardhanan ,Tiska Chopra"
2008,Kabadi Kabadi (2008),"Mukesh ,Rambha ,Kalabhavan Mani ,Indrans ,Bheeman Raghu ,Harishree Ashokan ,Suraj Venjaramoodu ,Kochu Preman ,Zeenath"
2008,Vilaapangalkkappuram (2008),"Priyanka Nair ,Suhasini ,Biju Menon ,Sudheesh ,Thilakan ,Praveena ,VK Sreeraman ,MR Gopakumar ,Nilambur Ayisha ,Kripa ,Zeenath ,Indrans ,Nandu ,Shanthadevi ,Irshad"
2008,Mohitham (2008),"Kollam Thulasi ,Spadikam George ,Kalabhavan Santhosh ,Kozhikode Narayanan Nair ,Salim Bava ,Rajeev Roshan ,Roshna ,Mohana ,Beena"
2008,Swapnangalil Haisal Mary (2008),"Mukesh ,Bhama ,Thilakan ,Jagathy Sreekumar ,Manikuttan ,Kannur Sreelatha ,Vineeth Kumar ,Valsala Menon ,Rashmi Varma"
2008,Cycle (2008),"Vineeth Sreenivasan ,Vinu Mohan ,Bhama ,Kathal Sandhya ,Murali"
2008,Twenty 20 (2008),"Madhu ,Mammootty ,Mohanlal ,Suresh Gopi ,Jayaram ,Dileep ,Mukesh ,Manoj K Jayan ,Sidhique ,Lalu Alex ,Vijayaraghavan ,Innocent ,Biju Menon ,Indrajith Sukumaran ,Prithviraj ,Kunchacko Boban ,Jagadeesh ,Harishree Ashokan ,Sreenivasan ,Jayasurya ,Kalabhavan Mani ,Jagathy Sreekumar ,Cochin Haneefa ,Mamukoya ,Saikumar ,Maniyanpilla Raju ,Bijukkuttan ,Suraj Venjaramoodu ,Manikuttan ,Babu Antony ,Salim Kumar ,Indrans ,Shammi Thilakan ,Kavya Madhavan ,Gopika ,Nayanthara ,Bhavana ,Sindhu Menon ,Karthika (New) ,Kalpana ,Radhika(New) ,Jyothirmayi ,Kaviyoor Ponnamma ,Sukumari ,Ponnamma Babu ,Baiju Santhosh ,Idavela Babu ,TP Madhavan ,Madhu Warrier ,Babu Namboothiri"
2008,Kovalam  (Theeram) (2008),"Nishant Sagar ,Captain Raju ,Jagathy Sreekumar ,Indrans ,Madhupal"
2008,Maadambi (2008),"Mohanlal ,Jagathy Sreekumar ,Innocent ,KPAC Lalitha ,VK Sreeraman ,Sidhique ,Saikumar ,Kavya Madhavan ,Suraj Venjaramoodu ,Mallika Kapoor ,Madhu"
2008,Anthipponvettam (2008),"Saiju Kurup ,Arun ,Ramya Nambeesan ,Nedumudi Venu ,Jagathy Sreekumar"
2008,Annan Thampi (2008),"Mammootty ,Sonu ,Monu ,Harishree Ashokan ,Suraj Venjaramoodu ,Salim Kumar ,Janardhanan ,Sidhique ,Rajan P Dev ,Kunchan ,Anil Murali ,Kalabhavan Shajon ,Mohan Jose ,Bijukkuttan ,Maniyanpilla Raju ,Cochin Haneefa ,Gopika ,Lakshmi Rai ,Urmila Unni ,Shivani Bhai ,Lakshmipriya ,Pouly Valsan"
2008,Gulmohar (2008),"Ranjith ,Sidhique ,Surabhi Lakshmy ,Meera Vasudev ,Meenu Mathew ,Sudhakaran"
2008,Hai Haride (2008),"SJ Soorya ,Nayanthara ,Vivek ,Sarath Babu"
2008,Anasooya (2008),"Bhoomika Chawla ,Abbas ,Nikki ,Melkote ,Ravi Babu ,Nikitha ,Chalapathi Rao ,Ankitha ,Shameer ,Baby Ravathi ,Harshavardhan ,Sarath"
2008,Kaalchilambu (2008),"Vineeth ,Samvrutha Sunil ,Jagathy Sreekumar ,Jagadeesh ,Mala Aravindan ,Rajan P Dev"
2008,Idiot (2008),Not Available
2008,Kanal (2006) (2008),Diya
2008,American Halwa (2005) (2008),"Raja ,Parvathi Melton ,Sharwanand ,Brahmanandam ,Mohit ,Ravi Varma ,Shalini (New)"
2008,Company (2002) (2008),"Mohanlal ,Vivek Oberoi ,Ajay Devgan ,Manisha Koirala ,Seema Biswas"
2008,Sound of Boot (2008),"Suresh Gopi ,Murali ,Bala ,Krishnakumar ,Risabava ,Rajan P Dev ,Bheeman Raghu ,Maniyanpilla Raju ,Biju Pappan ,Honey Rose ,Lakshana ,Bindu Panicker ,Sona Nair"
2008,Shalabham (2008),"Sudheesh ,Ramya Nambeesan ,Mala Aravindan ,Mamukoya"
2008,Thaavalam (2008),"Suresh Gopi ,Baby Diya ,Rithya ,Nedumudi Venu ,Sreejith Ravi ,TG Ravi ,Jagathy Sreekumar ,Manka Mahesh ,Salim Kumar ,Manuraj ,Sindhu Menon ,Kanakalatha"
2008,Mizhikal Sakshi (2008),"Mohanlal ,Manoj K Jayan ,Sukumari ,Nedumudi Venu ,Jagathy Sreekumar"
2008,Chembada (2008),"Bala ,MK Muneer ,Ganesh Kumar ,Baburaj ,Aravind ,Abu Salim ,Sreedevika"
2008,College Kumaaran (2008),"Mohanlal ,Janardhanan ,Sidhique ,Babu Namboothiri ,Kalasala Babu ,Balachandra Menon ,Harishree Ashokan ,Suraj Venjaramoodu ,Saiju Kurup ,Vimala Raman ,Shamna Kasim ,Sajitha Betti"
2008,SMS (2008),"Mukesh ,Bala ,Navya Nair ,Jagathy Sreekumar ,Kolappulli Leela ,Salim Kumar ,Anoop Chandran ,Kottayam Nazeer ,Augustine ,Madhu Warrier"
2008,Chandranilekkoru Vazhi (2008),"Madhu Warrier ,Nishant Sagar ,Nedumudi Venu ,TG Ravi ,Charuhasan ,Jagathy Sreekumar ,Divya Viswanath ,Rekha ,Vijayakumari ,Kozhikkodu Sarada ,Santhosh Jogi"
2008,Adayaalangal (2008),"Govind Padmasurya ,Jyothirmayi ,TV Chandran ,VK Sreeraman ,Madambu Kunjikkuttan ,Sathi ,TG Ravi ,Sathi Premji ,Sathi Premji"
2008,Manthra (2008),Charmi
